feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
TEN-006-02,客户侧,能力中心,技能中心,技能安装,支持搜索筛选,支持搜索筛选,客户管理员查看、安装和管理企业可用技能：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-03,客户侧,能力中心,技能中心,技能安装,查看详情或下钻,查看详情或下钻,客户管理员查看、安装和管理企业可用技能：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-04,客户侧,能力中心,技能中心,技能安装,展示状态与异常,展示状态与异常,客户管理员查看、安装和管理企业可用技能：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-05,客户侧,能力中心,技能中心,技能安装,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看、安装和管理企业可用技能：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-007-01,客户侧,能力中心,应用中心,应用管理,展示核心数据,展示核心数据,客户管理员查看企业应用并注册 Agent 或 MCP 能力：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-02,客户侧,能力中心,应用中心,应用管理,支持搜索筛选,支持搜索筛选,客户管理员查看企业应用并注册 Agent 或 MCP 能力：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-03,客户侧,能力中心,应用中心,应用管理,查看详情或下钻,查看详情或下钻,客户管理员查看企业应用并注册 Agent 或 MCP 能力：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-04,客户侧,能力中心,应用中心,应用管理,展示状态与异常,展示状态与异常,客户管理员查看企业应用并注册 Agent 或 MCP 能力：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-05,客户侧,能力中心,应用中心,应用管理,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看企业应用并注册 Agent 或 MCP 能力：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-008-01,客户侧,能力中心,应用中心,注册企业 Agent,展示核心数据,展示核心数据,客户管理员为企业注册 Agent 应用：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-02,客户侧,能力中心,应用中心,注册企业 Agent,支持搜索筛选,支持搜索筛选,客户管理员为企业注册 Agent 应用：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-03,客户侧,能力中心,应用中心,注册企业 Agent,查看详情或下钻,查看详情或下钻,客户管理员为企业注册 Agent 应用：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-04,客户侧,能力中心,应用中心,注册企业 Agent,展示状态与异常,展示状态与异常,客户管理员为企业注册 Agent 应用：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-05,客户侧,能力中心,应用中心,注册企业 Agent,处理空状态和加载失败,处理空状态和加载失败,客户管理员为企业注册 Agent 应用：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-009-01,客户侧,能力中心,应用中心,注册企业 MCP,展示核心数据,展示核心数据,客户管理员为企业注册 MCP 服务：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-02,客户侧,能力中心,应用中心,注册企业 MCP,支持搜索筛选,支持搜索筛选,客户管理员为企业注册 MCP 服务：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-03,客户侧,能力中心,应用中心,注册企业 MCP,查看详情或下钻,查看详情或下钻,客户管理员为企业注册 MCP 服务：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-04,客户侧,能力中心,应用中心,注册企业 MCP,展示状态与异常,展示状态与异常,客户管理员为企业注册 MCP 服务：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-05,客户侧,能力中心,应用中心,注册企业 MCP,处理空状态和加载失败,处理空状态和加载失败,客户管理员为企业注册 MCP 服务：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-010-01,客户侧,知识中心,知识库管理,知识浏览,展示核心数据,展示核心数据,客户管理员查看企业知识库、文档和连接状态：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-02,客户侧,知识中心,知识库管理,知识浏览,支持搜索筛选,支持搜索筛选,客户管理员查看企业知识库、文档和连接状态：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-03,客户侧,知识中心,知识库管理,知识浏览,查看详情或下钻,查看详情或下钻,客户管理员查看企业知识库、文档和连接状态：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-04,客户侧,知识中心,知识库管理,知识浏览,展示状态与异常,展示状态与异常,客户管理员查看企业知识库、文档和连接状态：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-05,客户侧,知识中心,知识库管理,知识浏览,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看企业知识库、文档和连接状态：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-011-01,客户侧,知识中心,数据连接,企业数据连接,展示核心数据,展示核心数据,客户管理员连接企业数据源给 Claw 使用：展示核心数据。,P2,用户可以完成“展示核心数据”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-02,客户侧,知识中心,数据连接,企业数据连接,支持搜索筛选,支持搜索筛选,客户管理员连接企业数据源给 Claw 使用：支持搜索筛选。,P2,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-03,客户侧,知识中心,数据连接,企业数据连接,查看详情或下钻,查看详情或下钻,客户管理员连接企业数据源给 Claw 使用：查看详情或下钻。,P2,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-04,客户侧,知识中心,数据连接,企业数据连接,展示状态与异常,展示状态与异常,客户管理员连接企业数据源给 Claw 使用：展示状态与异常。,P2,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-05,客户侧,知识中心,数据连接,企业数据连接,处理空状态和加载失败,处理空状态和加载失败,客户管理员连接企业数据源给 Claw 使用：处理空状态和加载失败。,P2,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-012-01,客户侧,组织管理,用户管理,成员列表,展示核心数据,展示核心数据,客户管理员管理企业成员、角色、加入和移除：展示核心数据。,T0,用户可以完成“展示核心数据”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-02,客户侧,组织管理,用户管理,成员列表,支持搜索筛选,支持搜索筛选,客户管理员管理企业成员、角色、加入和移除：支持搜索筛选。,T0,用户可以完成“支持搜索筛选”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-03,客户侧,组织管理,用户管理,成员列表,查看详情或下钻,查看详情或下钻,客户管理员管理企业成员、角色、加入和移除：查看详情或下钻。,T0,用户可以完成“查看详情或下钻”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-04,客户侧,组织管理,用户管理,成员列表,展示状态与异常,展示状态与异常,客户管理员管理企业成员、角色、加入和移除：展示状态与异常。,T0,用户可以完成“展示状态与异常”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-05,客户侧,组织管理,用户管理,成员列表,处理空状态和加载失败,处理空状态和加载失败,客户管理员管理企业成员、角色、加入和移除：处理空状态和加载失败。,T0,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-013-01,客户侧,组织管理,用户同步,同步结果,展示核心数据,展示核心数据,客户管理员查看员工数据更新或同步结果：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-013-02,客户侧,组织管理,用户同步,同步结果,支持搜索筛选,支持搜索筛选,客户管理员查看员工数据更新或同步结果：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-013-03,客户侧,组织管理,用户同步,同步结果,查看详情或下钻,查看详情或下钻,客户管理员查看员工数据更新或同步结果：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-013-04,客户侧,组织管理,用户同步,同步结果,展示状态与异常,展示状态与异常,客户管理员查看员工数据更新或同步结果：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-013-05,客户侧,组织管理,用户同步,同步结果,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看员工数据更新或同步结果：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-014-01,客户侧,资源配置,席位管理,席位池,展示企业开通状态,展示企业开通状态,在席位页展示待付款、待确认、开通中、可分配、开通异常等状态。,T0,不同开通状态有对应文案和下一步入口。,Beta1 核心承载页,http://localhost:5160/tenant/seats,是,v1.0
TEN-014-02,客户侧,资源配置,席位管理,席位池,展示席位池统计,展示席位池统计,展示各套餐席位总数、已分配、剩余和到期时间。,T0,统计值与订单和成员分配结果一致。,Beta1 核心承载页,http://localhost:5160/tenant/seats,是,v1.0
TEN-014-03,客户侧,资源配置,席位管理,席位池,展示成员席位列表,展示成员席位列表,按成员展示当前席位、角色、状态和最近登录。,T0,管理员能判断每个成员是否已启用席位。,Beta1 核心承载页,http://localhost:5160/tenant/seats,否,v1.3
TEN-014-04,客户侧,资源配置,席位管理,席位池,筛选成员席位,筛选成员席位,按成员、部门、席位类型、启用状态筛选。,T0,筛选后列表结果符合条件。,Beta1 核心承载页,http://localhost:5160/tenant/seats,否,v1.3
TEN-014-05,客户侧,资源配置,席位管理,席位池,处理开通异常提示,处理开通异常提示,SSO 未配置、火山映射失败、席位池失败时展示异常提示。,T0,异常状态给出联系销售或工单入口。,Beta1 核心承载页,http://localhost:5160/tenant/seats,否,v1.3
TEN-015-01,客户侧,资源配置,席位管理,成员分配,为单个成员分配席位,为单个成员分配席位,管理员选择成员和席位类型后分配席位。,T0,分配成功后已分配数增加、剩余数减少。,真实扣减以后端为准,http://localhost:5160/tenant/seats,否,v1.3
TEN-015-02,客户侧,资源配置,席位管理,成员分配,调整成员席位类型,调整成员席位类型,管理员将成员从一种席位调整到另一种席位。,T0,调整后成员权限和席位统计同步变化。,真实扣减以后端为准,http://localhost:5160/tenant/seats,否,v1.3
TEN-015-03,客户侧,资源配置,席位管理,成员分配,释放成员席位,释放成员席位,管理员移除成员席位并释放到席位池。,T0,释放后成员不可继续使用付费能力。,真实扣减以后端为准,http://localhost:5160/tenant/seats,否,v1.3
TEN-015-04,客户侧,资源配置,席位管理,成员分配,批量编辑成员席位,批量编辑成员席位,管理员批量为多个成员设置或释放席位。,T0,批量操作成功和失败条目均可见。,真实扣减以后端为准,http://localhost:5160/tenant/seats,否,v1.3
TEN-015-05,客户侧,资源配置,席位管理,成员分配,防止超额分配,防止超额分配,剩余席位不足时阻止分配。,T0,页面提示剩余不足并不改变数据。,真实扣减以后端为准,http://localhost:5160/tenant/seats,否,v1.3
TEN-016-01,客户侧,开户注册,首次开通,企业级激活,打开企业激活入口,打开企业激活入口,客户管理员通过激活链接或激活码进入首次开通页。,T0,入口能识别企业和订单。,激活码仅作为备用,http://localhost:5160/tenant/launch-space/create,否,v1.3
TEN-016-02,客户侧,开户注册,首次开通,企业级激活,展示待激活订单信息,展示待激活订单信息,展示订单、套餐、席位和企业信息供管理员确认。,T0,信息准确且不可误激活其他企业。,激活码仅作为备用,http://localhost:5160/tenant/launch-space/create,否,v1.3
TEN-016-03,客户侧,开户注册,首次开通,企业级激活,确认企业级激活,确认企业级激活,管理员确认后触发企业订单激活。,T0,激活后进入开通或席位分配流程。,激活码仅作为备用,http://localhost:5160/tenant/launch-space/create,否,v1.3
TEN-016-04,客户侧,开户注册,首次开通,企业级激活,处理无效激活入口,处理无效激活入口,入口过期、已使用或不匹配时给出错误。,T0,无效入口不会激活企业订单。,激活码仅作为备用,http://localhost:5160/tenant/launch-space/create,否,v1.3
TEN-017-01,客户侧,购买与账单,购买席位,标准套餐下单,展示标准套餐,展示标准套餐,展示套餐名称、权益、价格、周期和适用说明。,T0,客户能选择一个可售套餐。,Beta1 默认对公,http://localhost:5160/tenant/purchase,否,v1.3
TEN-017-02,客户侧,购买与账单,购买席位,标准套餐下单,选择购买数量和周期,选择购买数量和周期,客户选择席位数量、周期和扩展项。,T0,金额随数量和周期实时变化。,Beta1 默认对公,http://localhost:5160/tenant/purchase,否,v1.3
TEN-017-03,客户侧,购买与账单,购买席位,标准套餐下单,计算订单金额,计算订单金额,计算原价、优惠、应付金额和订单明细。,T0,明细金额与提交订单一致。,Beta1 默认对公,http://localhost:5160/tenant/purchase,是,v1.0
TEN-017-04,客户侧,购买与账单,购买席位,标准套餐下单,提交购买订单,提交购买订单,客户确认后生成待支付订单。,T0,订单生成后可进入支付订单页。,Beta1 默认对公,http://localhost:5160/tenant/purchase,是,v1.0
TEN-017-05,客户侧,购买与账单,购买席位,标准套餐下单,处理下单异常,处理下单异常,库存、套餐下架、金额校验失败时阻止下单。,T0,异常提示清晰且不生成错误订单。,Beta1 默认对公,http://localhost:5160/tenant/purchase,是,v1.0
TEN-018-01,客户侧,购买与账单,支付订单,对公付款提交,展示对公收款信息,展示对公收款信息,展示户名、开户行、账号、金额和汇款备注号。,T0,客户能复制或查看完整汇款信息。,不接微信支付宝主路径,http://localhost:5160/tenant/payment,是,v1.0
TEN-018-02,客户侧,购买与账单,支付订单,对公付款提交,生成汇款备注号,生成汇款备注号,为订单生成或复用唯一汇款备注号。,T0,同一订单重复进入时备注号保持一致。,不接微信支付宝主路径,http://localhost:5160/tenant/payment,是,v1.0
TEN-018-03,客户侧,购买与账单,支付订单,对公付款提交,上传付款凭证,上传付款凭证,客户上传银行回单或付款截图。,T0,文件上传成功后显示文件名或预览。,不接微信支付宝主路径,http://localhost:5160/tenant/payment,是,v1.0
TEN-018-04,客户侧,购买与账单,支付订单,对公付款提交,提交付款凭证,提交付款凭证,客户提交凭证进入待审核状态。,T0,提交后订单状态变为待对公审核。,不接微信支付宝主路径,http://localhost:5160/tenant/payment,是,v1.0
TEN-018-05,客户侧,购买与账单,支付订单,对公付款提交,重新提交驳回凭证,重新提交驳回凭证,凭证被驳回后客户可重新上传并提交。,T0,重提后审核状态回到待审核。,不接微信支付宝主路径,http://localhost:5160/tenant/payment,是,v1.0
TEN-019-01,客户侧,购买与账单,账单中心,订单与消费明细,展示账单总览,展示账单总览,展示余额、套餐有效期、额度和最近订单。,T0,客户进入账单页能看到当前权益状态。,和支付订单联动,http://localhost:5160/tenant/billing,是,v1.0
TEN-019-02,客户侧,购买与账单,账单中心,订单与消费明细,查看订单列表,查看订单列表,展示订单号、类型、金额、支付状态和开通状态。,T0,客户能按订单定位付款和开通进度。,和支付订单联动,http://localhost:5160/tenant/billing,是,v1.0
TEN-019-03,客户侧,购买与账单,账单中心,订单与消费明细,查看订单详情,查看订单详情,展示订单明细、优惠、付款凭证和审核结果。,T0,详情信息与订单列表一致。,和支付订单联动,http://localhost:5160/tenant/billing,是,v1.0
TEN-019-04,客户侧,购买与账单,账单中心,订单与消费明细,申请发票,申请发票,客户选择已付款订单填写抬头和税号申请发票。,T0,申请成功后发票状态进入待开票。,和支付订单联动,http://localhost:5160/tenant/billing,是,v1.0
TEN-019-05,客户侧,购买与账单,账单中心,订单与消费明细,进入续费扩容,进入续费扩容,从账单页进入续费或扩容购买流程。,T0,入口带入当前企业和套餐上下文。,和支付订单联动,http://localhost:5160/tenant/billing,否,v1.3
TEN-020-01,客户侧,优惠券,代金券管理,企业可用券,展示功能入口,展示功能入口,客户管理员查看企业获得的代金券及使用状态：展示功能入口。,P1,用户可以完成“展示功能入口”，且结果符合业务规则。,Beta1 可在支付页只展示抵扣结果,http://localhost:5160/tenant/vouchers,是,v1.0
TEN-020-02,客户侧,优惠券,代金券管理,企业可用券,展示核心信息,展示核心信息,客户管理员查看企业获得的代金券及使用状态：展示核心信息。,P1,用户可以完成“展示核心信息”，且结果符合业务规则。,Beta1 可在支付页只展示抵扣结果,http://localhost:5160/tenant/vouchers,是,v1.0
TEN-020-03,客户侧,优惠券,代金券管理,企业可用券,执行主要操作,执行主要操作,客户管理员查看企业获得的代金券及使用状态：执行主要操作。,P1,用户可以完成“执行主要操作”，且结果符合业务规则。,Beta1 可在支付页只展示抵扣结果,http://localhost:5160/tenant/vouchers,是,v1.0
TEN-020-04,客户侧,优惠券,代金券管理,企业可用券,保存操作结果,保存操作结果,客户管理员查看企业获得的代金券及使用状态：保存操作结果。,P1,用户可以完成“保存操作结果”，且结果符合业务规则。,Beta1 可在支付页只展示抵扣结果,http://localhost:5160/tenant/vouchers,是,v1.0
TEN-020-05,客户侧,优惠券,代金券管理,企业可用券,处理异常反馈,处理异常反馈,客户管理员查看企业获得的代金券及使用状态：处理异常反馈。,P1,用户可以完成“处理异常反馈”，且结果符合业务规则。,Beta1 可在支付页只展示抵扣结果,http://localhost:5160/tenant/vouchers,是,v1.0
TEN-021-01,客户侧,合同与协议,合同管理,合同列表,展示核心数据,展示核心数据,客户管理员查看服务合同、协议和订单关联文件：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,电子签署不在本期,http://localhost:5160/tenant/contracts,是,v1.0
