feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
SYS-006-04,公共与系统,权限体系,角色路由,基础角色跳转,保留默认工作台,保留默认工作台,多角色或异常角色有默认落地页。,T0,未匹配角色不会进入空白页。,基础角色跳转已实现；按钮级权限不纳入当前设计,http://localhost:5160/tenant/overview http://localhost:5160/sales/dashboard http://localhost:5160/admin/dashboard http://localhost:5160/ops/tickets,是,v1.0
SYS-007-01,公共与系统,通知中心,通知列表,角色通知,展示通知列表,展示通知列表,按角色展示站内通知和待处理事项。,P1,列表显示标题、类型、优先级、时间和状态。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-007-02,公共与系统,通知中心,通知列表,角色通知,区分未读已读,区分未读已读,通知支持未读、已读状态展示。,P1,点击或操作后通知状态可变更。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-007-03,公共与系统,通知中心,通知列表,角色通知,跳转关联业务,跳转关联业务,通知关联业务对象并跳转到处理页面。,P1,点击通知能进入订单、工单、线索等业务。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-007-04,公共与系统,通知中心,通知列表,角色通知,处理空状态和异常,处理空状态和异常,无通知或加载失败时展示合适状态。,P1,空状态和错误状态不影响页面使用。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-008-01,公共与系统,审计与安全,操作审计,全局审计,记录关键操作日志,记录关键操作日志,对登录、审核、分配、开通、退款等操作留痕。,P1,日志包含操作者、对象、动作、时间和结果。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-008-02,公共与系统,审计与安全,操作审计,全局审计,查询审计日志,查询审计日志,管理员按时间、操作者、对象和动作查询日志。,P1,筛选条件能缩小结果范围。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-008-03,公共与系统,审计与安全,操作审计,全局审计,查看日志详情,查看日志详情,查看单条操作的前后值和失败原因。,P1,详情能辅助排查业务问题。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-008-04,公共与系统,审计与安全,操作审计,全局审计,导出审计结果,导出审计结果,按筛选条件导出审计日志。,P1,导出内容与当前筛选一致。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-009-01,公共与系统,个人中心,账号资料,基础资料,查看个人资料,查看个人资料,展示姓名、手机号、邮箱、角色和所属组织。,P1,用户能看到自己的基础账号信息。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
SYS-009-02,公共与系统,个人中心,账号资料,基础资料,修改基础资料,修改基础资料,允许用户维护头像、昵称、联系方式等字段。,P1,保存成功后页面展示新资料。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
SYS-009-03,公共与系统,个人中心,账号资料,基础资料,修改登录密码,修改登录密码,用户通过旧密码或短信验证码修改密码。,P1,密码修改后旧密码不可继续登录。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
SYS-009-04,公共与系统,个人中心,账号资料,基础资料,配置通知偏好,配置通知偏好,用户配置可接收的通知类型。,P1,偏好保存后影响后续通知展示。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
