feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
SAL-004-01,销售侧,客户经营,客户详情,跟进记录,查看客户基础信息,查看客户基础信息,展示企业、联系人、归属来源、状态和标签。,T0,销售能确认客户是否归属自己。,跟进记录可先 mock,/,是,v1.0
SAL-004-02,销售侧,客户经营,客户详情,跟进记录,新增跟进记录,新增跟进记录,销售记录电话、微信、拜访、备注和下次跟进时间。,T0,记录保存后显示在时间线。,跟进记录可先 mock,/,是,v1.0
SAL-004-03,销售侧,客户经营,客户详情,跟进记录,查看订单历史,查看订单历史,展示该客户的订单、金额、支付和开通状态。,T0,订单状态与后台订单一致。,跟进记录可先 mock,/,是,v1.0
SAL-004-04,销售侧,客户经营,客户详情,跟进记录,查看开通状态,查看开通状态,展示企业激活、开通任务和席位池摘要。,T0,销售能识别客户卡点。,跟进记录可先 mock,/,是,v1.0
SAL-004-05,销售侧,客户经营,客户详情,跟进记录,查看佣金流水,查看佣金流水,展示该客户关联佣金记录。,T0,流水能关联订单号、金额和状态。,跟进记录可先 mock,/,是,v1.0
SAL-005-01,销售侧,获客工具,分享链接,注册链接,生成分享链接,生成分享链接,销售生成专属注册链接。,T0,链接包含可识别销售归因参数。,分享链接页已实现；ref 注册真实闭环仍需后续补强,http://localhost:5160/sales/share,是,v1.0
SAL-005-02,销售侧,获客工具,分享链接,注册链接,展示二维码,展示二维码,根据分享链接生成二维码。,T0,客户扫码能进入注册页。,分享链接页已实现；ref 注册真实闭环仍需后续补强,http://localhost:5160/sales/share,是,v1.0
SAL-005-03,销售侧,获客工具,分享链接,注册链接,复制链接或邀请码,复制链接或邀请码,销售可复制链接和邀请码。,T0,复制成功有反馈。,分享链接页已实现；ref 注册真实闭环仍需后续补强,http://localhost:5160/sales/share,是,v1.0
SAL-005-04,销售侧,获客工具,分享链接,注册链接,查看使用记录,查看使用记录,展示链接访问、注册和转化客户记录。,T0,使用记录能跳转或关联客户池。,分享链接页已实现；ref 注册真实闭环仍需后续补强,http://localhost:5160/sales/share,是,v1.0
SAL-006-01,销售侧,开通跟进,开通任务,状态跟踪,展示开通跟进列表,展示开通跟进列表,展示客户、订单、对公状态、开通状态、企业激活和席位池。,T0,销售能看到自己客户的开通进度。,销售不直接操作火山资源,http://localhost:5160/sales/opening-tasks,否,v1.1
SAL-006-02,销售侧,开通跟进,开通任务,状态跟踪,筛选开通状态,筛选开通状态,按待付款、待确认、开通中、待激活、已开通、异常筛选。,T0,筛选结果符合状态条件。,销售不直接操作火山资源,http://localhost:5160/sales/opening-tasks,否,v1.1
SAL-006-03,销售侧,开通跟进,开通任务,状态跟踪,查看开通详情,查看开通详情,查看订单、付款、开通任务和席位池详细信息。,T0,详情能解释客户卡在哪一步。,销售不直接操作火山资源,http://localhost:5160/sales/opening-tasks,否,v1.1
SAL-006-04,销售侧,开通跟进,开通任务,状态跟踪,提醒客户管理员,提醒客户管理员,对待激活或待分配席位客户发送提醒。,T0,提醒动作有成功反馈并记录时间。,销售不直接操作火山资源,http://localhost:5160/sales/opening-tasks,否,v1.1
SAL-006-05,销售侧,开通跟进,开通任务,状态跟踪,提交异常跟进,提交异常跟进,开通异常时销售联系后台或创建内部跟进。,T0,后台能看到异常跟进请求。,销售不直接操作火山资源,http://localhost:5160/sales/opening-tasks,否,v1.1
SAL-007-01,销售侧,佣金,佣金明细,佣金流水,展示佣金汇总,展示佣金汇总,展示本月预估、待确认、已确认、已发放和回退金额。,T0,汇总金额由流水聚合得到。,不做复杂申诉,http://localhost:5160/sales/commission http://localhost:5160/sales/commissions,是,v1.0
SAL-007-02,销售侧,佣金,佣金明细,佣金流水,查询佣金流水,查询佣金流水,按时间、客户、订单和状态筛选佣金记录。,T0,筛选结果与条件匹配。,不做复杂申诉,http://localhost:5160/sales/commission http://localhost:5160/sales/commissions,是,v1.0
SAL-007-03,销售侧,佣金,佣金明细,佣金流水,查看佣金计算依据,查看佣金计算依据,展示订单金额、佣金率、规则和计算金额。,T0,销售能解释每笔佣金来源。,不做复杂申诉,http://localhost:5160/sales/commission http://localhost:5160/sales/commissions,是,v1.0
SAL-007-04,销售侧,佣金,佣金明细,佣金流水,导出佣金明细,导出佣金明细,按筛选条件导出佣金 CSV。,T0,导出内容与页面结果一致。,不做复杂申诉,http://localhost:5160/sales/commission http://localhost:5160/sales/commissions,否,v1.1
SAL-007-05,销售侧,佣金,佣金明细,佣金流水,展示退款回退,展示退款回退,订单退款后展示 reverted 或扣减记录。,T0,回退金额在汇总中同步扣减。,不做复杂申诉,http://localhost:5160/sales/commission http://localhost:5160/sales/commissions,否,v1.1
SAL-008-01,销售侧,线索,咨询工单池,线索跟进,展示核心数据,展示核心数据,销售查看分配给自己的官网咨询和待跟进线索：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,Beta1 可由后台分配替代,http://localhost:5160/sales/leads,是,v1.0
SAL-008-02,销售侧,线索,咨询工单池,线索跟进,支持搜索筛选,支持搜索筛选,销售查看分配给自己的官网咨询和待跟进线索：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,Beta1 可由后台分配替代,http://localhost:5160/sales/leads,是,v1.0
SAL-008-03,销售侧,线索,咨询工单池,线索跟进,查看详情或下钻,查看详情或下钻,销售查看分配给自己的官网咨询和待跟进线索：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,Beta1 可由后台分配替代,http://localhost:5160/sales/leads,是,v1.0
SAL-008-04,销售侧,线索,咨询工单池,线索跟进,展示状态与异常,展示状态与异常,销售查看分配给自己的官网咨询和待跟进线索：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,Beta1 可由后台分配替代,http://localhost:5160/sales/leads,是,v1.0
SAL-008-05,销售侧,线索,咨询工单池,线索跟进,处理空状态和加载失败,处理空状态和加载失败,销售查看分配给自己的官网咨询和待跟进线索：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,Beta1 可由后台分配替代,http://localhost:5160/sales/leads,是,v1.0
SAL-009-01,销售侧,个人中心,资料与邀请码,个人资料,展示核心数据,展示核心数据,销售查看个人资料、邀请码和基础业绩信息：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,不阻断主流程,http://localhost:5160/sales/profile,是,v1.0
SAL-009-02,销售侧,个人中心,资料与邀请码,个人资料,支持搜索筛选,支持搜索筛选,销售查看个人资料、邀请码和基础业绩信息：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,不阻断主流程,http://localhost:5160/sales/profile,否,v1.1
SAL-009-03,销售侧,个人中心,资料与邀请码,个人资料,查看详情或下钻,查看详情或下钻,销售查看个人资料、邀请码和基础业绩信息：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,不阻断主流程,http://localhost:5160/sales/profile,是,v1.0
SAL-009-04,销售侧,个人中心,资料与邀请码,个人资料,展示状态与异常,展示状态与异常,销售查看个人资料、邀请码和基础业绩信息：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,不阻断主流程,http://localhost:5160/sales/profile,是,v1.0
SAL-009-05,销售侧,个人中心,资料与邀请码,个人资料,处理空状态和加载失败,处理空状态和加载失败,销售查看个人资料、邀请码和基础业绩信息：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,不阻断主流程,http://localhost:5160/sales/profile,否,v1.1
