feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
AGT-003-01,代理镜像站,订单财务,订单与账单,代理订单,展示核心数据,展示核心数据,代理管理员查看名下客户订单、付款和开通状态：展示核心数据。,T0,用户可以完成“展示核心数据”，且结果符合业务规则。,对公审核视角色配置,/,否,v2.0
AGT-003-02,代理镜像站,订单财务,订单与账单,代理订单,支持搜索筛选,支持搜索筛选,代理管理员查看名下客户订单、付款和开通状态：支持搜索筛选。,T0,用户可以完成“支持搜索筛选”，且结果符合业务规则。,对公审核视角色配置,/,否,v2.0
AGT-003-03,代理镜像站,订单财务,订单与账单,代理订单,查看详情或下钻,查看详情或下钻,代理管理员查看名下客户订单、付款和开通状态：查看详情或下钻。,T0,用户可以完成“查看详情或下钻”，且结果符合业务规则。,对公审核视角色配置,/,否,v2.0
AGT-003-04,代理镜像站,订单财务,订单与账单,代理订单,展示状态与异常,展示状态与异常,代理管理员查看名下客户订单、付款和开通状态：展示状态与异常。,T0,用户可以完成“展示状态与异常”，且结果符合业务规则。,对公审核视角色配置,/,否,v2.0
AGT-003-05,代理镜像站,订单财务,订单与账单,代理订单,处理空状态和加载失败,处理空状态和加载失败,代理管理员查看名下客户订单、付款和开通状态：处理空状态和加载失败。,T0,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,对公审核视角色配置,/,否,v2.0
AGT-004-01,代理镜像站,订单财务,对公审核,代理对公,查看待处理列表,查看待处理列表,代理或平台代理财务处理代理客户对公付款审核：查看待处理列表。,T0,用户可以完成“查看待处理列表”，且结果符合业务规则。,权限边界需明确,/,否,v2.0
AGT-004-02,代理镜像站,订单财务,对公审核,代理对公,查看审核材料,查看审核材料,代理或平台代理财务处理代理客户对公付款审核：查看审核材料。,T0,用户可以完成“查看审核材料”，且结果符合业务规则。,权限边界需明确,/,否,v2.0
AGT-004-03,代理镜像站,订单财务,对公审核,代理对公,提交通过结果,提交通过结果,代理或平台代理财务处理代理客户对公付款审核：提交通过结果。,T0,用户可以完成“提交通过结果”，且结果符合业务规则。,权限边界需明确,/,否,v2.0
AGT-004-04,代理镜像站,订单财务,对公审核,代理对公,提交驳回结果,提交驳回结果,代理或平台代理财务处理代理客户对公付款审核：提交驳回结果。,T0,用户可以完成“提交驳回结果”，且结果符合业务规则。,权限边界需明确,/,否,v2.0
AGT-004-05,代理镜像站,订单财务,对公审核,代理对公,记录审核日志,记录审核日志,代理或平台代理财务处理代理客户对公付款审核：记录审核日志。,T0,用户可以完成“记录审核日志”，且结果符合业务规则。,权限边界需明确,/,否,v2.0
AGT-005-01,代理镜像站,工单,交付工单,代理交付,展示任务列表,展示任务列表,代理管理员查看代理客户交付工单和支持工单：展示任务列表。,T0,用户可以完成“展示任务列表”，且结果符合业务规则。,可复用运维工单组件,/,否,v2.0
AGT-005-02,代理镜像站,工单,交付工单,代理交付,查看任务详情,查看任务详情,代理管理员查看代理客户交付工单和支持工单：查看任务详情。,T0,用户可以完成“查看任务详情”，且结果符合业务规则。,可复用运维工单组件,/,否,v2.0
AGT-005-03,代理镜像站,工单,交付工单,代理交付,推进任务状态,推进任务状态,代理管理员查看代理客户交付工单和支持工单：推进任务状态。,T0,用户可以完成“推进任务状态”，且结果符合业务规则。,可复用运维工单组件,/,否,v2.0
AGT-005-04,代理镜像站,工单,交付工单,代理交付,记录处理结果,记录处理结果,代理管理员查看代理客户交付工单和支持工单：记录处理结果。,T0,用户可以完成“记录处理结果”，且结果符合业务规则。,可复用运维工单组件,/,否,v2.0
AGT-005-05,代理镜像站,工单,交付工单,代理交付,同步通知关联角色,同步通知关联角色,代理管理员查看代理客户交付工单和支持工单：同步通知关联角色。,T0,用户可以完成“同步通知关联角色”，且结果符合业务规则。,可复用运维工单组件,/,否,v2.0
AGT-006-01,代理镜像站,销售管理,代理销售,销售账号,填写业务表单,填写业务表单,代理管理员管理代理内部销售账号、客户归属和状态：填写业务表单。,T0,用户可以完成“填写业务表单”，且结果符合业务规则。,内部销售分佣另行配置,/,否,v2.0
AGT-006-02,代理镜像站,销售管理,代理销售,销售账号,校验必填和格式,校验必填和格式,代理管理员管理代理内部销售账号、客户归属和状态：校验必填和格式。,T0,用户可以完成“校验必填和格式”，且结果符合业务规则。,内部销售分佣另行配置,/,否,v2.0
AGT-006-03,代理镜像站,销售管理,代理销售,销售账号,提交创建请求,提交创建请求,代理管理员管理代理内部销售账号、客户归属和状态：提交创建请求。,T0,用户可以完成“提交创建请求”，且结果符合业务规则。,内部销售分佣另行配置,/,否,v2.0
AGT-006-04,代理镜像站,销售管理,代理销售,销售账号,展示成功反馈,展示成功反馈,代理管理员管理代理内部销售账号、客户归属和状态：展示成功反馈。,T0,用户可以完成“展示成功反馈”，且结果符合业务规则。,内部销售分佣另行配置,/,否,v2.0
AGT-006-05,代理镜像站,销售管理,代理销售,销售账号,处理失败与重复提交,处理失败与重复提交,代理管理员管理代理内部销售账号、客户归属和状态：处理失败与重复提交。,T0,用户可以完成“处理失败与重复提交”，且结果符合业务规则。,内部销售分佣另行配置,/,否,v2.0
AGT-007-01,代理镜像站,线索管理,咨询留资,代理线索,展示功能入口,展示功能入口,代理管理员查看镜像站产生的咨询留资并分配销售：展示功能入口。,T0,用户可以完成“展示功能入口”，且结果符合业务规则。,与官网公共池区分,/,是,v2.0
AGT-007-02,代理镜像站,线索管理,咨询留资,代理线索,展示核心信息,展示核心信息,代理管理员查看镜像站产生的咨询留资并分配销售：展示核心信息。,T0,用户可以完成“展示核心信息”，且结果符合业务规则。,与官网公共池区分,/,是,v2.0
AGT-007-03,代理镜像站,线索管理,咨询留资,代理线索,执行主要操作,执行主要操作,代理管理员查看镜像站产生的咨询留资并分配销售：执行主要操作。,T0,用户可以完成“执行主要操作”，且结果符合业务规则。,与官网公共池区分,/,是,v2.0
AGT-007-04,代理镜像站,线索管理,咨询留资,代理线索,保存操作结果,保存操作结果,代理管理员查看镜像站产生的咨询留资并分配销售：保存操作结果。,T0,用户可以完成“保存操作结果”，且结果符合业务规则。,与官网公共池区分,/,是,v2.0
AGT-007-05,代理镜像站,线索管理,咨询留资,代理线索,处理异常反馈,处理异常反馈,代理管理员查看镜像站产生的咨询留资并分配销售：处理异常反馈。,T0,用户可以完成“处理异常反馈”，且结果符合业务规则。,与官网公共池区分,/,是,v2.0
AGT-008-01,代理镜像站,佣金分成,佣金规则,代理规则,展示核心数据,展示核心数据,代理管理员配置代理内部分佣或查看平台分成规则：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,复杂多级分佣后置,/,否,v2.0
AGT-008-02,代理镜像站,佣金分成,佣金规则,代理规则,支持搜索筛选,支持搜索筛选,代理管理员配置代理内部分佣或查看平台分成规则：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,复杂多级分佣后置,/,否,v2.0
AGT-008-03,代理镜像站,佣金分成,佣金规则,代理规则,查看详情或下钻,查看详情或下钻,代理管理员配置代理内部分佣或查看平台分成规则：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,复杂多级分佣后置,/,否,v2.0
AGT-008-04,代理镜像站,佣金分成,佣金规则,代理规则,展示状态与异常,展示状态与异常,代理管理员配置代理内部分佣或查看平台分成规则：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,复杂多级分佣后置,/,否,v2.0
AGT-008-05,代理镜像站,佣金分成,佣金规则,代理规则,处理空状态和加载失败,处理空状态和加载失败,代理管理员配置代理内部分佣或查看平台分成规则：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,复杂多级分佣后置,/,否,v2.0
AGT-009-01,代理镜像站,佣金分成,提现流水,交易查询,展示核心数据,展示核心数据,代理管理员查看提现或分佣交易流水：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,提现审批需财务联动,/,否,v2.0
AGT-009-02,代理镜像站,佣金分成,提现流水,交易查询,支持搜索筛选,支持搜索筛选,代理管理员查看提现或分佣交易流水：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,提现审批需财务联动,/,否,v2.0
AGT-009-03,代理镜像站,佣金分成,提现流水,交易查询,查看详情或下钻,查看详情或下钻,代理管理员查看提现或分佣交易流水：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,提现审批需财务联动,/,否,v2.0
AGT-009-04,代理镜像站,佣金分成,提现流水,交易查询,展示状态与异常,展示状态与异常,代理管理员查看提现或分佣交易流水：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,提现审批需财务联动,/,否,v2.0
AGT-009-05,代理镜像站,佣金分成,提现流水,交易查询,处理空状态和加载失败,处理空状态和加载失败,代理管理员查看提现或分佣交易流水：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,提现审批需财务联动,/,否,v2.0
AGT-010-01,代理镜像站,进货余额,进货与余额,代理余额,展示任务列表,展示任务列表,代理管理员查看余额、进货充值和客户开通扣减：展示任务列表。,T0,用户可以完成“展示任务列表”，且结果符合业务规则。,代理特色能力,/,否,v2.0
AGT-010-02,代理镜像站,进货余额,进货与余额,代理余额,查看任务详情,查看任务详情,代理管理员查看余额、进货充值和客户开通扣减：查看任务详情。,T0,用户可以完成“查看任务详情”，且结果符合业务规则。,代理特色能力,/,否,v2.0
AGT-010-03,代理镜像站,进货余额,进货与余额,代理余额,推进任务状态,推进任务状态,代理管理员查看余额、进货充值和客户开通扣减：推进任务状态。,T0,用户可以完成“推进任务状态”，且结果符合业务规则。,代理特色能力,/,否,v2.0
AGT-010-04,代理镜像站,进货余额,进货与余额,代理余额,记录处理结果,记录处理结果,代理管理员查看余额、进货充值和客户开通扣减：记录处理结果。,T0,用户可以完成“记录处理结果”，且结果符合业务规则。,代理特色能力,/,否,v2.0
AGT-010-05,代理镜像站,进货余额,进货与余额,代理余额,同步通知关联角色,同步通知关联角色,代理管理员查看余额、进货充值和客户开通扣减：同步通知关联角色。,T0,用户可以完成“同步通知关联角色”，且结果符合业务规则。,代理特色能力,/,否,v2.0
AGT-011-01,代理镜像站,站点管理,网站管理,镜像站配置,查看当前配置,查看当前配置,代理管理员维护镜像站基础信息、品牌和获客入口：查看当前配置。,P1,用户可以完成“查看当前配置”，且结果符合业务规则。,真实域名绑定后置,/,否,v2.0
AGT-011-02,代理镜像站,站点管理,网站管理,镜像站配置,新增或编辑配置,新增或编辑配置,代理管理员维护镜像站基础信息、品牌和获客入口：新增或编辑配置。,P1,用户可以完成“新增或编辑配置”，且结果符合业务规则。,真实域名绑定后置,/,否,v2.0
AGT-011-03,代理镜像站,站点管理,网站管理,镜像站配置,校验配置有效性,校验配置有效性,代理管理员维护镜像站基础信息、品牌和获客入口：校验配置有效性。,P1,用户可以完成“校验配置有效性”，且结果符合业务规则。,真实域名绑定后置,/,否,v2.0
AGT-011-04,代理镜像站,站点管理,网站管理,镜像站配置,保存并生效,保存并生效,代理管理员维护镜像站基础信息、品牌和获客入口：保存并生效。,P1,用户可以完成“保存并生效”，且结果符合业务规则。,真实域名绑定后置,/,否,v2.0
AGT-011-05,代理镜像站,站点管理,网站管理,镜像站配置,记录配置变更,记录配置变更,代理管理员维护镜像站基础信息、品牌和获客入口：记录配置变更。,P1,用户可以完成“记录配置变更”，且结果符合业务规则。,真实域名绑定后置,/,否,v2.0
AGT-012-01,代理镜像站,营销工具,代金券管理,代理券,填写业务表单,填写业务表单,代理管理员发放和管理代理客户可用代金券：填写业务表单。,P1,用户可以完成“填写业务表单”，且结果符合业务规则。,与平台券规则需统一,/,否,v2.0
AGT-012-02,代理镜像站,营销工具,代金券管理,代理券,校验必填和格式,校验必填和格式,代理管理员发放和管理代理客户可用代金券：校验必填和格式。,P1,用户可以完成“校验必填和格式”，且结果符合业务规则。,与平台券规则需统一,/,否,v2.0
AGT-012-03,代理镜像站,营销工具,代金券管理,代理券,提交创建请求,提交创建请求,代理管理员发放和管理代理客户可用代金券：提交创建请求。,P1,用户可以完成“提交创建请求”，且结果符合业务规则。,与平台券规则需统一,/,否,v2.0
AGT-012-04,代理镜像站,营销工具,代金券管理,代理券,展示成功反馈,展示成功反馈,代理管理员发放和管理代理客户可用代金券：展示成功反馈。,P1,用户可以完成“展示成功反馈”，且结果符合业务规则。,与平台券规则需统一,/,否,v2.0
AGT-012-05,代理镜像站,营销工具,代金券管理,代理券,处理失败与重复提交,处理失败与重复提交,代理管理员发放和管理代理客户可用代金券：处理失败与重复提交。,P1,用户可以完成“处理失败与重复提交”，且结果符合业务规则。,与平台券规则需统一,/,否,v2.0
AGT-013-01,代理镜像站,组织权限,员工账号,代理员工,填写业务表单,填写业务表单,代理管理员管理代理员工账号和基础角色：填写业务表单。,T0,用户可以完成“填写业务表单”，且结果符合业务规则。,权限矩阵后置,/,否,v2.0
AGT-013-02,代理镜像站,组织权限,员工账号,代理员工,校验必填和格式,校验必填和格式,代理管理员管理代理员工账号和基础角色：校验必填和格式。,T0,用户可以完成“校验必填和格式”，且结果符合业务规则。,权限矩阵后置,/,否,v2.0
AGT-013-03,代理镜像站,组织权限,员工账号,代理员工,提交创建请求,提交创建请求,代理管理员管理代理员工账号和基础角色：提交创建请求。,T0,用户可以完成“提交创建请求”，且结果符合业务规则。,权限矩阵后置,/,否,v2.0
AGT-013-04,代理镜像站,组织权限,员工账号,代理员工,展示成功反馈,展示成功反馈,代理管理员管理代理员工账号和基础角色：展示成功反馈。,T0,用户可以完成“展示成功反馈”，且结果符合业务规则。,权限矩阵后置,/,否,v2.0
AGT-013-05,代理镜像站,组织权限,员工账号,代理员工,处理失败与重复提交,处理失败与重复提交,代理管理员管理代理员工账号和基础角色：处理失败与重复提交。,T0,用户可以完成“处理失败与重复提交”，且结果符合业务规则。,权限矩阵后置,/,否,v2.0
