feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
FIN-003-01,财务侧,订单财务,公账汇款审核,到账确认,查看待处理列表,查看待处理列表,财务复核或处理公账汇款审核：查看待处理列表。,P1,用户可以完成“查看待处理列表”，且结果符合业务规则。,Beta1 由官方后台先承接,http://localhost:5160/finance/orders/bank-transfer-review,是,v1.0
FIN-003-02,财务侧,订单财务,公账汇款审核,到账确认,查看审核材料,查看审核材料,财务复核或处理公账汇款审核：查看审核材料。,P1,用户可以完成“查看审核材料”，且结果符合业务规则。,Beta1 由官方后台先承接,http://localhost:5160/finance/orders/bank-transfer-review,是,v1.0
FIN-003-03,财务侧,订单财务,公账汇款审核,到账确认,提交通过结果,提交通过结果,财务复核或处理公账汇款审核：提交通过结果。,P1,用户可以完成“提交通过结果”，且结果符合业务规则。,Beta1 由官方后台先承接,http://localhost:5160/finance/orders/bank-transfer-review,是,v1.0
FIN-003-04,财务侧,订单财务,公账汇款审核,到账确认,提交驳回结果,提交驳回结果,财务复核或处理公账汇款审核：提交驳回结果。,P1,用户可以完成“提交驳回结果”，且结果符合业务规则。,Beta1 由官方后台先承接,http://localhost:5160/finance/orders/bank-transfer-review,是,v1.0
FIN-003-05,财务侧,订单财务,公账汇款审核,到账确认,记录审核日志,记录审核日志,财务复核或处理公账汇款审核：记录审核日志。,P1,用户可以完成“记录审核日志”，且结果符合业务规则。,Beta1 由官方后台先承接,http://localhost:5160/finance/orders/bank-transfer-review,是,v1.0
FIN-004-01,财务侧,佣金结算,佣金规则,规则查看,查看当前配置,查看当前配置,财务查看或维护佣金规则：查看当前配置。,P1,用户可以完成“查看当前配置”，且结果符合业务规则。,角色分工待确认,http://localhost:5160/finance/commission/rules,是,v1.0
FIN-004-02,财务侧,佣金结算,佣金规则,规则查看,新增或编辑配置,新增或编辑配置,财务查看或维护佣金规则：新增或编辑配置。,P1,用户可以完成“新增或编辑配置”，且结果符合业务规则。,角色分工待确认,http://localhost:5160/finance/commission/rules,是,v1.0
FIN-004-03,财务侧,佣金结算,佣金规则,规则查看,校验配置有效性,校验配置有效性,财务查看或维护佣金规则：校验配置有效性。,P1,用户可以完成“校验配置有效性”，且结果符合业务规则。,角色分工待确认,http://localhost:5160/finance/commission/rules,是,v1.0
FIN-004-04,财务侧,佣金结算,佣金规则,规则查看,保存并生效,保存并生效,财务查看或维护佣金规则：保存并生效。,P1,用户可以完成“保存并生效”，且结果符合业务规则。,角色分工待确认,http://localhost:5160/finance/commission/rules,是,v1.0
FIN-004-05,财务侧,佣金结算,佣金规则,规则查看,记录配置变更,记录配置变更,财务查看或维护佣金规则：记录配置变更。,P1,用户可以完成“记录配置变更”，且结果符合业务规则。,角色分工待确认,http://localhost:5160/finance/commission/rules,是,v1.0
FIN-005-01,财务侧,佣金结算,提现流水,提现处理,查看待处理列表,查看待处理列表,财务查看提现流水并处理审核状态：查看待处理列表。,P1,用户可以完成“查看待处理列表”，且结果符合业务规则。,真实支付出款后置,http://localhost:5160/finance/commission/transactions,是,v1.0
FIN-005-02,财务侧,佣金结算,提现流水,提现处理,查看审核材料,查看审核材料,财务查看提现流水并处理审核状态：查看审核材料。,P1,用户可以完成“查看审核材料”，且结果符合业务规则。,真实支付出款后置,http://localhost:5160/finance/commission/transactions,是,v1.0
FIN-005-03,财务侧,佣金结算,提现流水,提现处理,提交通过结果,提交通过结果,财务查看提现流水并处理审核状态：提交通过结果。,P1,用户可以完成“提交通过结果”，且结果符合业务规则。,真实支付出款后置,http://localhost:5160/finance/commission/transactions,是,v1.0
FIN-005-04,财务侧,佣金结算,提现流水,提现处理,提交驳回结果,提交驳回结果,财务查看提现流水并处理审核状态：提交驳回结果。,P1,用户可以完成“提交驳回结果”，且结果符合业务规则。,真实支付出款后置,http://localhost:5160/finance/commission/transactions,是,v1.0
FIN-005-05,财务侧,佣金结算,提现流水,提现处理,记录审核日志,记录审核日志,财务查看提现流水并处理审核状态：记录审核日志。,P1,用户可以完成“记录审核日志”，且结果符合业务规则。,真实支付出款后置,http://localhost:5160/finance/commission/transactions,是,v1.0
FIN-006-01,财务侧,佣金结算,结算批次,批次管理,展示核心数据,展示核心数据,财务生成和确认佣金结算单：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,首版可只读,http://localhost:5160/finance/commission/batches,否,v1.1
FIN-006-02,财务侧,佣金结算,结算批次,批次管理,支持搜索筛选,支持搜索筛选,财务生成和确认佣金结算单：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,首版可只读,http://localhost:5160/finance/commission/batches,否,v1.1
FIN-006-03,财务侧,佣金结算,结算批次,批次管理,查看详情或下钻,查看详情或下钻,财务生成和确认佣金结算单：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,首版可只读,http://localhost:5160/finance/commission/batches,否,v1.1
FIN-006-04,财务侧,佣金结算,结算批次,批次管理,展示状态与异常,展示状态与异常,财务生成和确认佣金结算单：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,首版可只读,http://localhost:5160/finance/commission/batches,否,v1.1
FIN-006-05,财务侧,佣金结算,结算批次,批次管理,处理空状态和加载失败,处理空状态和加载失败,财务生成和确认佣金结算单：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,首版可只读,http://localhost:5160/finance/commission/batches,否,v1.1
