feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
SYS-006-04,公共与系统,权限体系,角色路由,基础角色跳转,保留默认工作台,保留默认工作台,多角色或异常角色有默认落地页。,T0,未匹配角色不会进入空白页。,基础角色跳转已实现；按钮级权限不纳入当前设计,http://localhost:5160/tenant/overview http://localhost:5160/sales/dashboard http://localhost:5160/admin/dashboard http://localhost:5160/ops/tickets,是,v1.0
SYS-007-01,公共与系统,通知中心,通知列表,角色通知,展示通知列表,展示通知列表,按角色展示站内通知和待处理事项。,P1,列表显示标题、类型、优先级、时间和状态。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-007-02,公共与系统,通知中心,通知列表,角色通知,区分未读已读,区分未读已读,通知支持未读、已读状态展示。,P1,点击或操作后通知状态可变更。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-007-03,公共与系统,通知中心,通知列表,角色通知,跳转关联业务,跳转关联业务,通知关联业务对象并跳转到处理页面。,P1,点击通知能进入订单、工单、线索等业务。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-007-04,公共与系统,通知中心,通知列表,角色通知,处理空状态和异常,处理空状态和异常,无通知或加载失败时展示合适状态。,P1,空状态和错误状态不影响页面使用。,Beta1 可只保留关键待办入口,http://localhost:5160/tenant/notifications http://localhost:5160/sales/notifications http://localhost:5160/admin/notifications http://localhost:5160/ops/notifications,否,v1.1
SYS-008-01,公共与系统,审计与安全,操作审计,全局审计,记录关键操作日志,记录关键操作日志,对登录、审核、分配、开通、退款等操作留痕。,P1,日志包含操作者、对象、动作、时间和结果。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-008-02,公共与系统,审计与安全,操作审计,全局审计,查询审计日志,查询审计日志,管理员按时间、操作者、对象和动作查询日志。,P1,筛选条件能缩小结果范围。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-008-03,公共与系统,审计与安全,操作审计,全局审计,查看日志详情,查看日志详情,查看单条操作的前后值和失败原因。,P1,详情能辅助排查业务问题。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-008-04,公共与系统,审计与安全,操作审计,全局审计,导出审计结果,导出审计结果,按筛选条件导出审计日志。,P1,导出内容与当前筛选一致。,后台应先记日志，管理页可后补,http://localhost:5160/admin/system/audit http://localhost:5160/tenant/audit,否,v1.1
SYS-009-01,公共与系统,个人中心,账号资料,基础资料,查看个人资料,查看个人资料,展示姓名、手机号、邮箱、角色和所属组织。,P1,用户能看到自己的基础账号信息。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
SYS-009-02,公共与系统,个人中心,账号资料,基础资料,修改基础资料,修改基础资料,允许用户维护头像、昵称、联系方式等字段。,P1,保存成功后页面展示新资料。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
SYS-009-03,公共与系统,个人中心,账号资料,基础资料,修改登录密码,修改登录密码,用户通过旧密码或短信验证码修改密码。,P1,密码修改后旧密码不可继续登录。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
SYS-009-04,公共与系统,个人中心,账号资料,基础资料,配置通知偏好,配置通知偏好,用户配置可接收的通知类型。,P1,偏好保存后影响后续通知展示。,不阻断 Beta1 主链路,http://localhost:5160/sales/profile,否,v1.1
TEN-001-01,客户侧,企业空间,空间概览,状态总览,展示核心数据,展示核心数据,客户管理员查看企业空间状态、资源用量、待办和常用入口：展示核心数据。,T0,用户可以完成“展示核心数据”，且结果符合业务规则。,作为客户侧首页,http://localhost:5160/tenant/overview,否,v1.3
TEN-001-02,客户侧,企业空间,空间概览,状态总览,支持搜索筛选,支持搜索筛选,客户管理员查看企业空间状态、资源用量、待办和常用入口：支持搜索筛选。,T0,用户可以完成“支持搜索筛选”，且结果符合业务规则。,作为客户侧首页,http://localhost:5160/tenant/overview,否,v1.3
TEN-001-03,客户侧,企业空间,空间概览,状态总览,查看详情或下钻,查看详情或下钻,客户管理员查看企业空间状态、资源用量、待办和常用入口：查看详情或下钻。,T0,用户可以完成“查看详情或下钻”，且结果符合业务规则。,作为客户侧首页,http://localhost:5160/tenant/overview,否,v1.3
TEN-001-04,客户侧,企业空间,空间概览,状态总览,展示状态与异常,展示状态与异常,客户管理员查看企业空间状态、资源用量、待办和常用入口：展示状态与异常。,T0,用户可以完成“展示状态与异常”，且结果符合业务规则。,作为客户侧首页,http://localhost:5160/tenant/overview,否,v1.3
TEN-001-05,客户侧,企业空间,空间概览,状态总览,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看企业空间状态、资源用量、待办和常用入口：处理空状态和加载失败。,T0,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,作为客户侧首页,http://localhost:5160/tenant/overview,否,v1.3
TEN-002-01,客户侧,企业空间,模型配置,模型参数维护,查看当前配置,查看当前配置,客户管理员查看和调整企业默认模型配置：查看当前配置。,P1,用户可以完成“查看当前配置”，且结果符合业务规则。,真实火山模型映射后置,http://localhost:5160/tenant/overview/update/model,否,v1.3
TEN-002-02,客户侧,企业空间,模型配置,模型参数维护,新增或编辑配置,新增或编辑配置,客户管理员查看和调整企业默认模型配置：新增或编辑配置。,P1,用户可以完成“新增或编辑配置”，且结果符合业务规则。,真实火山模型映射后置,http://localhost:5160/tenant/overview/update/model,否,v1.3
TEN-002-03,客户侧,企业空间,模型配置,模型参数维护,校验配置有效性,校验配置有效性,客户管理员查看和调整企业默认模型配置：校验配置有效性。,P1,用户可以完成“校验配置有效性”，且结果符合业务规则。,真实火山模型映射后置,http://localhost:5160/tenant/overview/update/model,否,v1.3
TEN-002-04,客户侧,企业空间,模型配置,模型参数维护,保存并生效,保存并生效,客户管理员查看和调整企业默认模型配置：保存并生效。,P1,用户可以完成“保存并生效”，且结果符合业务规则。,真实火山模型映射后置,http://localhost:5160/tenant/overview/update/model,否,v1.3
TEN-002-05,客户侧,企业空间,模型配置,模型参数维护,记录配置变更,记录配置变更,客户管理员查看和调整企业默认模型配置：记录配置变更。,P1,用户可以完成“记录配置变更”，且结果符合业务规则。,真实火山模型映射后置,http://localhost:5160/tenant/overview/update/model,否,v1.3
TEN-003-01,客户侧,Claw 管理,模板中心,模板浏览,展示核心数据,展示核心数据,客户管理员浏览可用 Claw 模板并按模板创建助手：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,Beta1 主链路不依赖,http://localhost:5160/tenant/templates,否,v1.3
TEN-003-02,客户侧,Claw 管理,模板中心,模板浏览,支持搜索筛选,支持搜索筛选,客户管理员浏览可用 Claw 模板并按模板创建助手：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,Beta1 主链路不依赖,http://localhost:5160/tenant/templates,否,v1.3
TEN-003-03,客户侧,Claw 管理,模板中心,模板浏览,查看详情或下钻,查看详情或下钻,客户管理员浏览可用 Claw 模板并按模板创建助手：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,Beta1 主链路不依赖,http://localhost:5160/tenant/templates,否,v1.3
TEN-003-04,客户侧,Claw 管理,模板中心,模板浏览,展示状态与异常,展示状态与异常,客户管理员浏览可用 Claw 模板并按模板创建助手：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,Beta1 主链路不依赖,http://localhost:5160/tenant/templates,否,v1.3
TEN-003-05,客户侧,Claw 管理,模板中心,模板浏览,处理空状态和加载失败,处理空状态和加载失败,客户管理员浏览可用 Claw 模板并按模板创建助手：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,Beta1 主链路不依赖,http://localhost:5160/tenant/templates,否,v1.3
TEN-004-01,客户侧,Claw 管理,模板中心,创建模板,展示核心数据,展示核心数据,客户管理员从模板创建或配置企业 Claw：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,后端保存后接入,http://localhost:5160/tenant/templates/create,否,v1.3
TEN-004-02,客户侧,Claw 管理,模板中心,创建模板,支持搜索筛选,支持搜索筛选,客户管理员从模板创建或配置企业 Claw：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,后端保存后接入,http://localhost:5160/tenant/templates/create,否,v1.3
TEN-004-03,客户侧,Claw 管理,模板中心,创建模板,查看详情或下钻,查看详情或下钻,客户管理员从模板创建或配置企业 Claw：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,后端保存后接入,http://localhost:5160/tenant/templates/create,否,v1.3
TEN-004-04,客户侧,Claw 管理,模板中心,创建模板,展示状态与异常,展示状态与异常,客户管理员从模板创建或配置企业 Claw：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,后端保存后接入,http://localhost:5160/tenant/templates/create,否,v1.3
TEN-004-05,客户侧,Claw 管理,模板中心,创建模板,处理空状态和加载失败,处理空状态和加载失败,客户管理员从模板创建或配置企业 Claw：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,后端保存后接入,http://localhost:5160/tenant/templates/create,否,v1.3
TEN-005-01,客户侧,Claw 管理,Claw 列表,助手管理,展示核心数据,展示核心数据,客户管理员查看企业已创建的 Claw 列表和状态：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,真实能力调用后置,http://localhost:5160/tenant/claws,否,v1.1
TEN-005-02,客户侧,Claw 管理,Claw 列表,助手管理,支持搜索筛选,支持搜索筛选,客户管理员查看企业已创建的 Claw 列表和状态：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实能力调用后置,http://localhost:5160/tenant/claws,否,v1.1
TEN-005-03,客户侧,Claw 管理,Claw 列表,助手管理,查看详情或下钻,查看详情或下钻,客户管理员查看企业已创建的 Claw 列表和状态：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实能力调用后置,http://localhost:5160/tenant/claws,否,v1.1
TEN-005-04,客户侧,Claw 管理,Claw 列表,助手管理,展示状态与异常,展示状态与异常,客户管理员查看企业已创建的 Claw 列表和状态：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实能力调用后置,http://localhost:5160/tenant/claws,否,v1.1
TEN-005-05,客户侧,Claw 管理,Claw 列表,助手管理,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看企业已创建的 Claw 列表和状态：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实能力调用后置,http://localhost:5160/tenant/claws,否,v1.1
TEN-006-01,客户侧,能力中心,技能中心,技能安装,展示核心数据,展示核心数据,客户管理员查看、安装和管理企业可用技能：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-02,客户侧,能力中心,技能中心,技能安装,支持搜索筛选,支持搜索筛选,客户管理员查看、安装和管理企业可用技能：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-03,客户侧,能力中心,技能中心,技能安装,查看详情或下钻,查看详情或下钻,客户管理员查看、安装和管理企业可用技能：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-04,客户侧,能力中心,技能中心,技能安装,展示状态与异常,展示状态与异常,客户管理员查看、安装和管理企业可用技能：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-006-05,客户侧,能力中心,技能中心,技能安装,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看、安装和管理企业可用技能：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,结合现有指引视频素材,http://localhost:5160/tenant/skills,否,v1.3
TEN-007-01,客户侧,能力中心,应用中心,应用管理,展示核心数据,展示核心数据,客户管理员查看企业应用并注册 Agent 或 MCP 能力：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-02,客户侧,能力中心,应用中心,应用管理,支持搜索筛选,支持搜索筛选,客户管理员查看企业应用并注册 Agent 或 MCP 能力：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-03,客户侧,能力中心,应用中心,应用管理,查看详情或下钻,查看详情或下钻,客户管理员查看企业应用并注册 Agent 或 MCP 能力：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-04,客户侧,能力中心,应用中心,应用管理,展示状态与异常,展示状态与异常,客户管理员查看企业应用并注册 Agent 或 MCP 能力：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-007-05,客户侧,能力中心,应用中心,应用管理,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看企业应用并注册 Agent 或 MCP 能力：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,注册动作可先 mock,http://localhost:5160/tenant/apps,否,v1.3
TEN-008-01,客户侧,能力中心,应用中心,注册企业 Agent,展示核心数据,展示核心数据,客户管理员为企业注册 Agent 应用：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-02,客户侧,能力中心,应用中心,注册企业 Agent,支持搜索筛选,支持搜索筛选,客户管理员为企业注册 Agent 应用：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-03,客户侧,能力中心,应用中心,注册企业 Agent,查看详情或下钻,查看详情或下钻,客户管理员为企业注册 Agent 应用：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-04,客户侧,能力中心,应用中心,注册企业 Agent,展示状态与异常,展示状态与异常,客户管理员为企业注册 Agent 应用：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-008-05,客户侧,能力中心,应用中心,注册企业 Agent,处理空状态和加载失败,处理空状态和加载失败,客户管理员为企业注册 Agent 应用：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实凭据与回调后置,http://localhost:5160/tenant/apps/create-agent,否,v1.3
TEN-009-01,客户侧,能力中心,应用中心,注册企业 MCP,展示核心数据,展示核心数据,客户管理员为企业注册 MCP 服务：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-02,客户侧,能力中心,应用中心,注册企业 MCP,支持搜索筛选,支持搜索筛选,客户管理员为企业注册 MCP 服务：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-03,客户侧,能力中心,应用中心,注册企业 MCP,查看详情或下钻,查看详情或下钻,客户管理员为企业注册 MCP 服务：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-04,客户侧,能力中心,应用中心,注册企业 MCP,展示状态与异常,展示状态与异常,客户管理员为企业注册 MCP 服务：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-009-05,客户侧,能力中心,应用中心,注册企业 MCP,处理空状态和加载失败,处理空状态和加载失败,客户管理员为企业注册 MCP 服务：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实连通测试后置,http://localhost:5160/tenant/apps/create-mcp,否,v1.3
TEN-010-01,客户侧,知识中心,知识库管理,知识浏览,展示核心数据,展示核心数据,客户管理员查看企业知识库、文档和连接状态：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-02,客户侧,知识中心,知识库管理,知识浏览,支持搜索筛选,支持搜索筛选,客户管理员查看企业知识库、文档和连接状态：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-03,客户侧,知识中心,知识库管理,知识浏览,查看详情或下钻,查看详情或下钻,客户管理员查看企业知识库、文档和连接状态：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-04,客户侧,知识中心,知识库管理,知识浏览,展示状态与异常,展示状态与异常,客户管理员查看企业知识库、文档和连接状态：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-010-05,客户侧,知识中心,知识库管理,知识浏览,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看企业知识库、文档和连接状态：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,文件解析与向量化后置,http://localhost:5160/tenant/knowledge,否,v1.3
TEN-011-01,客户侧,知识中心,数据连接,企业数据连接,展示核心数据,展示核心数据,客户管理员连接企业数据源给 Claw 使用：展示核心数据。,P2,用户可以完成“展示核心数据”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-02,客户侧,知识中心,数据连接,企业数据连接,支持搜索筛选,支持搜索筛选,客户管理员连接企业数据源给 Claw 使用：支持搜索筛选。,P2,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-03,客户侧,知识中心,数据连接,企业数据连接,查看详情或下钻,查看详情或下钻,客户管理员连接企业数据源给 Claw 使用：查看详情或下钻。,P2,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-04,客户侧,知识中心,数据连接,企业数据连接,展示状态与异常,展示状态与异常,客户管理员连接企业数据源给 Claw 使用：展示状态与异常。,P2,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-011-05,客户侧,知识中心,数据连接,企业数据连接,处理空状态和加载失败,处理空状态和加载失败,客户管理员连接企业数据源给 Claw 使用：处理空状态和加载失败。,P2,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实数据源权限风险较高,http://localhost:5160/tenant/knowledge/connect,否,v1.3
TEN-012-01,客户侧,组织管理,用户管理,成员列表,展示核心数据,展示核心数据,客户管理员管理企业成员、角色、加入和移除：展示核心数据。,T0,用户可以完成“展示核心数据”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-02,客户侧,组织管理,用户管理,成员列表,支持搜索筛选,支持搜索筛选,客户管理员管理企业成员、角色、加入和移除：支持搜索筛选。,T0,用户可以完成“支持搜索筛选”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-03,客户侧,组织管理,用户管理,成员列表,查看详情或下钻,查看详情或下钻,客户管理员管理企业成员、角色、加入和移除：查看详情或下钻。,T0,用户可以完成“查看详情或下钻”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-04,客户侧,组织管理,用户管理,成员列表,展示状态与异常,展示状态与异常,客户管理员管理企业成员、角色、加入和移除：展示状态与异常。,T0,用户可以完成“展示状态与异常”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-012-05,客户侧,组织管理,用户管理,成员列表,处理空状态和加载失败,处理空状态和加载失败,客户管理员管理企业成员、角色、加入和移除：处理空状态和加载失败。,T0,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,SSO 同步后续接入,http://localhost:5160/tenant/users,否,v1.3
TEN-013-01,客户侧,组织管理,用户同步,同步结果,展示核心数据,展示核心数据,客户管理员查看员工数据更新或同步结果：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-013-02,客户侧,组织管理,用户同步,同步结果,支持搜索筛选,支持搜索筛选,客户管理员查看员工数据更新或同步结果：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
TEN-013-03,客户侧,组织管理,用户同步,同步结果,查看详情或下钻,查看详情或下钻,客户管理员查看员工数据更新或同步结果：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,Beta1 可隐藏入口,http://localhost:5160/tenant/users/sync-results,否,v1.3
